# index, name, _pos
1496,298,"array([2.20639416, 0.45029763])"
1497,4392,"array([1.92087037, 0.36619248])"
1498,4896,"array([2.09675609, 0.59907468])"
1499,11711,"array([2.18125725, 0.46487247])"
1500,5754,"array([1.81170152, 0.35030089])"
1501,4599,"array([2.18772764, 0.32623616])"
1502,6733,"array([2.10265189, 0.41108801])"
1503,3656,"array([2.05102835, 0.5441721 ])"
1504,5088,"array([1.95091757, 0.57356532])"
1505,9272,"array([2.21993368, 0.34762757])"
1506,9651,"array([2.32075266, 0.35311613])"
1507,352,"array([1.958052  , 0.16612458])"
1508,353,"array([2.19351747, 0.24295161])"
1509,720,"array([2.26926166, 0.45588948])"
1510,5453,"array([2.10954543, 0.24494797])"
1511,2893,"array([2.23983258, 0.16754769])"
1512,10608,"array([2.24608515, 0.10295824])"
1513,3734,"array([2.12693559, 0.25188742])"
1514,938,"array([2.2731309 , 0.22877501])"
1515,9691,"array([2.0893089 , 0.29798988])"
1516,3764,"array([2.27762003, 0.22536282])"
1517,1356,"array([2.05972172, 0.32529504])"
1518,11937,"array([2.15987907, 0.12006472])"
1519,9543,"array([2.02521486, 0.12173731])"
1520,9595,"array([2.11165671, 0.2648814 ])"
1521,2982,"array([2.17441312, 0.27816611])"
1522,354,"array([ 2.45773378, -0.06352606])"
1523,355,"array([ 2.55219674, -0.07440545])"
1524,356,"array([2.43562812, 0.19320199])"
1525,6151,"array([2.32160411, 0.12220816])"
1526,6404,"array([2.49019706, 0.31227484])"
1527,10166,"array([2.4292392, 0.0802211])"
1528,1028,"array([2.33096355, 0.20517411])"
1529,10517,"array([2.40118367, 0.19896693])"
1530,9241,"array([2.36285933, 0.19099287])"
1531,357,"array([2.20441511, 0.7592458 ])"
1532,9852,"array([2.22251827, 0.95260886])"
1533,358,"array([2.49764264, 0.09049263])"
1534,359,"array([2.49710235, 0.12646387])"
1535,8514,"array([2.25355292, 0.15183593])"
1536,360,"array([2.31465318, 0.03407231])"
1537,5038,"array([2.21002066, 0.22440885])"
1538,361,"array([2.46633858, 0.32668157])"
1539,363,"array([ 2.32120747, -0.23059872])"
1540,6635,"array([ 2.3634213 , -0.40312133])"
1541,365,"array([1.65601216, 0.29525539])"
1542,366,"array([2.13319614, 0.4811998 ])"
1543,2737,"array([2.20210949, 0.27561091])"
1544,949,"array([2.23573252, 0.43636334])"
1545,12519,"array([2.10409822, 0.10462422])"
1546,5409,"array([2.18556564, 0.14898092])"
1547,368,"array([ 2.36621456, -0.13462922])"
1548,369,"array([2.51918485, 0.38444742])"
1549,370,"array([1.92170352, 0.51662689])"
1550,10234,"array([1.76273738, 0.65661001])"
1551,2349,"array([1.82206589, 0.69548619])"
1552,4547,"array([1.78469977, 0.67741442])"
1553,2849,"array([1.99562118, 0.44657546])"
1554,3935,"array([2.04623018, 0.40125269])"
1555,371,"array([2.14946642, 0.22029427])"
1556,3234,"array([2.04703718, 0.30192349])"
1557,374,"array([1.74910827, 0.46113529])"
1558,377,"array([2.0104688 , 0.03183756])"
1559,378,"array([2.24651014, 0.35372207])"
1560,381,"array([2.23148362, 0.29711137])"
1561,383,"array([2.17496258, 0.77170136])"
1562,3857,"array([2.16062397, 0.55727656])"
1563,385,"array([2.0983231 , 0.41682952])"
1564,6597,"array([2.03654722, 0.52756097])"
1565,7741,"array([2.07527877, 0.62387786])"
1566,8589,"array([1.96834693, 0.32604748])"
1567,7735,"array([2.07030832, 0.60779276])"
1568,963,"array([2.0253124 , 0.43513973])"
1569,387,"array([2.26434537, 0.26394164])"
1570,5137,"array([2.34420012, 0.34383618])"
1571,8042,"array([2.39606629, 0.39639859])"
1572,388,"array([2.32166881, 0.22696239])"
1573,2424,"array([2.29834285, 0.29023009])"
1574,418,"array([2.32859386, 0.16164417])"
1575,4442,"array([2.26895022, 0.18375462])"
1576,389,"array([1.60443122, 0.5937927 ])"
1577,2582,"array([1.69726717, 0.54384333])"
1578,6645,"array([1.64726427, 0.56400166])"
1579,8682,"array([1.80110651, 0.47615487])"
1580,390,"array([2.2421592 , 0.15700484])"
1581,2028,"array([2.21371983, 0.09725908])"
1582,3164,"array([2.18842418, 0.24519858])"
1583,9671,"array([2.27445171, 0.13056455])"
1584,4121,"array([2.23762086, 0.10420977])"
1585,1310,"array([2.23473842, 0.08715171])"
1586,5798,"array([2.28384767, 0.19854291])"
1587,7863,"array([2.19452303, 0.20403655])"
1588,391,"array([2.37971869, 0.23307133])"
1589,11488,"array([2.41326021, 0.40515635])"
1590,4564,"array([2.52883204, 0.22025519])"
1591,10792,"array([2.52024303, 0.14153952])"
1592,9315,"array([2.56987382, 0.37932373])"
1593,395,"array([2.24594501, 0.08102015])"
1594,10371,"array([2.28779028, 0.25359437])"
1595,12402,"array([2.08201447, 0.08848625])"
1596,396,"array([2.09071825, 0.1912992 ])"
1597,627,"array([2.13522855, 0.26929763])"
1598,7961,"array([2.08675555, 0.10198516])"
1599,8716,"array([2.03240425, 0.29290291])"
1600,2839,"array([2.22458906, 0.12999788])"
1601,9386,"array([ 1.88367765, -0.03469696])"
1602,8693,"array([2.01872586, 0.34629596])"
1603,6855,"array([ 1.87891083, -0.0475961 ])"
1604,11651,"array([2.23273771, 0.28971842])"
1605,10434,"array([2.21265358, 0.15893685])"
1606,1865,"array([2.16951099, 0.08000484])"
1607,2167,"array([2.20283915, 0.01492053])"
1608,398,"array([ 2.02176305, -0.1702867 ])"
1609,401,"array([2.34686329, 0.09758026])"
1610,403,"array([2.1642282 , 0.28922991])"
1611,404,"array([2.21368612, 0.17640139])"
1612,1957,"array([2.27535795, 0.2905444 ])"
1613,9760,"array([2.17989471, 0.16868697])"
1614,11539,"array([2.16113469, 0.12795319])"
1615,405,"array([ 2.75426746, -0.01779654])"
1616,8928,"array([ 2.90808409, -0.08177356])"
1617,407,"array([2.3340751 , 0.11788673])"
1618,1098,"array([2.28807648, 0.24527944])"
1619,408,"array([2.05580856, 0.07844073])"
1620,409,"array([2.11499397, 0.16911432])"
1621,410,"array([2.76158154, 0.0635685 ])"
1622,411,"array([2.57701485, 0.29394359])"
1623,413,"array([ 2.20057646, -0.16492237])"
1624,414,"array([ 2.17481016, -0.27094267])"
1625,415,"array([ 2.49760783, -0.09140699])"
1626,416,"array([2.05108914, 0.83723066])"
1627,4568,"array([2.05102152, 0.5686131 ])"
1628,12149,"array([2.28313518, 0.24948892])"
1629,4703,"array([ 2.31902033, -0.07211149])"
1630,1993,"array([2.25873136, 0.19403036])"
1631,4330,"array([2.37862056, 0.17797169])"
1632,8167,"array([2.24923528, 0.26236318])"
1633,3246,"array([ 2.3161779 , -0.12743939])"
1634,8728,"array([2.49963127, 0.33753924])"
1635,5701,"array([2.28657677, 0.30960934])"
1636,420,"array([2.20640551, 0.21418414])"
1637,11164,"array([2.23072873, 0.1696285 ])"
1638,1142,"array([2.17681184, 0.08267476])"
1639,422,"array([1.82459517, 0.38724941])"
1640,423,"array([1.86677103, 0.44465924])"
1641,7257,"array([1.90430759, 0.39766636])"
1642,424,"array([2.43774356, 0.01602521])"
1643,425,"array([2.22145315, 0.36959747])"
1644,427,"array([ 2.29402150e+00, -1.68144673e-03])"
1645,428,"array([2.20412501, 0.35540552])"
1646,12223,"array([2.03209816, 0.42732668])"
1647,3222,"array([2.25594871, 0.47533367])"
1648,8788,"array([2.12898676, 0.09020025])"
1649,9003,"array([2.11817178, 0.28103355])"
1650,3741,"array([2.34486875, 0.13862197])"
1651,8289,"array([2.13511899, 0.15141984])"
1652,2846,"array([2.27091491, 0.17005971])"
1653,4608,"array([1.99886457, 0.18777984])"
1654,11531,"array([2.32642257, 0.27563168])"
1655,431,"array([2.34654615, 0.21713898])"
1656,432,"array([1.99971751, 0.09765468])"
1657,433,"array([2.66924527, 0.01320548])"
1658,435,"array([2.40551109, 0.32140607])"
1659,12200,"array([2.57966437, 0.47345823])"
1660,436,"array([2.10171943, 0.16734848])"
1661,438,"array([2.18183068, 0.25120383])"
1662,1643,"array([2.20223999, 0.15438558])"
1663,10421,"array([2.16423643, 0.23017452])"
1664,437,"array([ 2.53392119, -0.07802992])"
1665,8544,"array([2.30765528, 0.16838803])"
1666,11808,"array([2.41108415, 0.27085464])"
1667,1910,"array([2.27273968, 0.36181995])"
1668,6908,"array([2.23831165, 0.26221365])"
1669,1720,"array([2.30983664, 0.18412565])"
1670,11571,"array([2.28246524, 0.21196841])"
1671,10290,"array([2.3532456 , 0.29207923])"
1672,8099,"array([2.28692919, 0.17657407])"
1673,1019,"array([2.32388473, 0.18700309])"
1674,439,"array([ 1.94533256, -0.17279448])"
1675,2015,"array([2.05626552, 0.00941536])"
1676,440,"array([ 2.60396083, -0.14960154])"
1677,441,"array([2.10743963, 0.7830326 ])"
1678,7441,"array([2.11439562, 0.58208738])"
1679,442,"array([2.23785623, 0.337207  ])"
1680,677,"array([2.32499501, 0.42840743])"
1681,9644,"array([2.36175033, 0.64169702])"
1682,3655,"array([2.31387835, 0.427542  ])"
1683,6318,"array([1.97159384, 0.37634636])"
1684,6060,"array([1.88855348, 0.48987749])"
1685,445,"array([2.16326087, 0.57022546])"
1686,11706,"array([2.10746154, 0.36137307])"
1687,446,"array([ 2.18387826, -0.06714948])"
1688,448,"array([2.238536  , 0.25546673])"
1689,449,"array([2.76455948, 0.15361859])"
1690,450,"array([2.3077674 , 0.52212101])"
1691,451,"array([ 1.54315292, -0.08230059])"
1692,5997,"array([ 1.67620051, -0.00689158])"
1693,6616,"array([2.15332232, 0.07970454])"
1694,10497,"array([2.11297565, 0.31648675])"
1695,4622,"array([2.25458624, 0.46364676])"
1696,9523,"array([2.202821  , 0.32760892])"
1697,10109,"array([1.9030715 , 0.11276128])"
1698,12084,"array([2.14646984, 0.20824173])"
1699,8552,"array([2.22880083, 0.66623656])"
1700,4435,"array([2.03572326, 0.22715136])"
1701,4031,"array([2.272121  , 0.13607532])"
1702,11081,"array([2.15351785, 0.16036407])"
1703,9337,"array([1.95120071, 0.36058863])"
1704,3221,"array([2.16937109, 0.41072198])"
1705,7591,"array([1.99940985, 0.2380375 ])"
1706,4809,"array([2.04038838, 0.21955116])"
1707,9946,"array([2.29382886, 0.15823244])"
1708,12472,"array([2.53836206, 0.37212672])"
1709,3884,"array([2.21993269, 0.37866276])"
1710,6203,"array([2.28799866, 0.23863761])"
1711,8575,"array([2.26500097, 0.23702439])"
1712,9959,"array([2.1659928, 0.2959526])"
1713,8976,"array([2.1924225, 0.2844145])"
1714,6446,"array([2.1412833 , 0.16934846])"
1715,9189,"array([2.02416651, 0.21862267])"
1716,10019,"array([2.00120323, 0.41964715])"
1717,3110,"array([2.13731039, 0.17311397])"
1718,12123,"array([2.18345316, 0.28266783])"
1719,6006,"array([2.10829785, 0.30785461])"
1720,7626,"array([1.94379703, 0.27915919])"
1721,1457,"array([2.39232722, 0.07322351])"
1722,2643,"array([2.19596376, 0.0275763 ])"
1723,2296,"array([2.23906268, 0.24492003])"
1724,397,"array([1.96244867, 0.02747515])"
1725,3696,"array([2.31702863, 0.01428537])"
1726,10944,"array([2.11766018, 0.13812249])"
1727,1669,"array([2.27645499, 0.47709048])"
1728,655,"array([2.1215017 , 0.20461732])"
1729,5101,"array([2.24065644, 0.21599208])"
1730,11771,"array([2.26016195, 0.07980135])"
1731,5747,"array([2.14564983, 0.07661013])"
1732,3226,"array([1.94849439, 0.16786817])"
1733,4889,"array([1.97449293, 0.14949792])"
1734,6297,"array([ 2.17569678, -0.087441  ])"
1735,4105,"array([2.08142338, 0.46210441])"
1736,7888,"array([2.23122717, 0.24975447])"
1737,1083,"array([1.96448543, 0.41191002])"
1738,5795,"array([1.93716144, 0.382341  ])"
1739,9613,"array([2.01544557, 0.09760417])"
1740,2297,"array([1.86162849, 0.38937796])"
1741,5682,"array([2.1132565 , 0.06271409])"
1742,10591,"array([1.88959692, 0.28013057])"
1743,10798,"array([2.0389116 , 0.39391904])"
1744,7113,"array([2.29086887, 0.3943405 ])"
1745,3325,"array([2.11823338, 0.27534841])"
1746,2493,"array([2.1318079 , 0.10204179])"
1747,6719,"array([2.24373778, 0.17018975])"
1748,9953,"array([2.0485562 , 0.20054513])"
1749,4348,"array([2.29068494, 0.54555811])"
1750,12003,"array([2.32716354, 0.29113051])"
1751,515,"array([2.21127255, 0.18222434])"
1752,11825,"array([2.29870493, 0.24978183])"
1753,9267,"array([2.3173057 , 0.26091645])"
1754,11005,"array([2.21076217, 0.31839684])"
1755,1321,"array([2.24530597, 0.21980701])"
1756,10238,"array([2.1731781 , 0.13750848])"
1757,8480,"array([2.33748968, 0.32329798])"
1758,11822,"array([2.26550936, 0.21487614])"
1759,11197,"array([2.01657891, 0.18857353])"
1760,6152,"array([2.05019624, 0.41277034])"
1761,11863,"array([2.30410281, 0.26368674])"
1762,1747,"array([1.93976385, 0.0300562 ])"
1763,12224,"array([2.02927958, 0.27904742])"
1764,6572,"array([2.20533338, 0.31532328])"
1765,8117,"array([1.89117425, 0.26617645])"
1766,11837,"array([2.28114226, 0.1321355 ])"
1767,9875,"array([2.05892539, 0.07123465])"
1768,11441,"array([2.16447573, 0.51224572])"
1769,2744,"array([1.87353483, 0.29599996])"
1770,5186,"array([2.2557529 , 0.24624943])"
1771,7410,"array([2.12352393, 0.24245499])"
1772,12238,"array([2.1824623 , 0.19268455])"
1773,12616,"array([2.13687186, 0.32856669])"
1774,9680,"array([1.94913492, 0.40211547])"
1775,940,"array([2.24142577, 0.36316824])"
1776,10852,"array([2.13148748, 0.28995853])"
1777,11450,"array([2.20436287, 0.33894854])"
1778,3478,"array([2.25036086, 0.26678583])"
1779,4586,"array([1.95761384, 0.29022955])"
1780,10170,"array([1.89588412, 0.10662934])"
1781,6592,"array([2.28106543, 0.45258799])"
1782,5197,"array([2.22774875, 0.30356083])"
1783,9126,"array([2.32060332, 0.18165495])"
1784,4401,"array([2.0102137 , 0.11608702])"
1785,8714,"array([1.98592037, 0.21701394])"
1786,6773,"array([2.30848114, 0.3304485 ])"
1787,9504,"array([2.02930885, 0.02584416])"
1788,8719,"array([2.27713936, 0.16298262])"
1789,9658,"array([2.12551815, 0.23104521])"
1790,10291,"array([2.17087946, 0.10815357])"
1791,453,"array([2.15677074, 0.46097676])"
1792,11526,"array([2.21083528, 0.29234831])"
1793,454,"array([2.51104095, 0.22336835])"
1794,1783,"array([2.39311126, 0.28948097])"
1795,455,"array([1.99758435, 0.17395504])"
1796,456,"array([ 2.6143801 , -0.07460783])"
1797,457,"array([2.02647691, 0.40965288])"
1798,1002,"array([1.94229935, 0.35078102])"
1799,9676,"array([2.04171627, 0.4179517 ])"
1800,458,"array([ 2.47080012, -0.16372696])"
1801,460,"array([2.13193682, 0.2176751 ])"
1802,8873,"array([1.92923048, 0.16061272])"
1803,494,"array([1.96759942, 0.13218486])"
1804,5443,"array([2.12398941, 0.12524152])"
1805,461,"array([2.40162233, 0.61444843])"
1806,462,"array([2.70330173, 0.41949579])"
1807,3235,"array([2.52840223, 0.31072382])"
1808,463,"array([ 2.48879976, -0.23448585])"
1809,9775,"array([ 2.49156253, -0.2008435 ])"
1810,464,"array([ 2.38476908, -0.08081675])"
1811,465,"array([2.31044617, 0.08893078])"
1812,9647,"array([2.16671527, 0.19469204])"
1813,466,"array([1.92684329, 0.35928484])"
1814,649,"array([1.96083632, 0.37952575])"
1815,11815,"array([2.04796901, 0.39495488])"
1816,7211,"array([2.05369969, 0.32333965])"
1817,467,"array([2.55535454, 0.18920235])"
1818,469,"array([2.05447021, 0.40523972])"
1819,7414,"array([2.0813674 , 0.23626203])"
1820,1230,"array([2.00102612, 0.29304695])"
1821,5722,"array([2.06712702, 0.28847464])"
1822,470,"array([2.52208717, 0.02389517])"
1823,471,"array([2.46456052, 0.42241362])"
1824,473,"array([2.74236644, 0.05010521])"
1825,474,"array([2.5864281 , 0.34489204])"
1826,478,"array([ 2.25013066, -0.15757576])"
1827,479,"array([ 2.52420519, -0.04405801])"
1828,480,"array([2.36612181, 0.42659004])"
1829,481,"array([ 2.64997676, -0.05019282])"
1830,486,"array([2.73437313, 0.17111376])"
1831,487,"array([2.14941592, 0.1838867 ])"
1832,488,"array([2.57750436, 0.51052908])"
1833,6310,"array([2.4204439 , 0.36506537])"
1834,491,"array([2.63759437, 0.14291787])"
1835,492,"array([ 2.05363824, -0.248279  ])"
1836,493,"array([2.07317251, 0.68203798])"
1837,3687,"array([2.10075973, 0.3716775 ])"
1838,2777,"array([2.0236527 , 0.65601082])"
1839,372,"array([ 1.72113974, -0.07408177])"
1840,9513,"array([1.82047395, 0.04184223])"
1841,5317,"array([1.6554136 , 0.00861063])"
1842,10224,"array([ 1.70140246, -0.05270609])"
1843,8112,"array([1.79886011, 0.0461553 ])"
1844,2014,"array([2.21721176, 0.33859652])"
1845,5818,"array([1.8002524, 0.0587169])"
1846,12022,"array([2.32866027, 0.14199418])"
1847,5119,"array([1.77346708, 0.08022261])"
1848,7110,"array([ 1.70265989, -0.06694   ])"
1849,6120,"array([1.75854647, 0.20252624])"
1850,11169,"array([2.11326747, 0.29186775])"
1851,11998,"array([1.89808845, 0.16856399])"
1852,240,"array([ 1.67763261, -0.02359926])"
1853,11287,"array([2.01981308, 0.13052763])"
1854,5043,"array([2.06499842, 0.22230274])"
1855,11126,"array([1.8632493 , 0.19958378])"
1856,4942,"array([ 1.73482898, -0.08145671])"
1857,4106,"array([ 1.664521  , -0.01062241])"
1858,11574,"array([1.83634724, 0.06777853])"
1859,8329,"array([2.12853653, 0.20598813])"
1860,9264,"array([ 1.69151836, -0.02911526])"
1861,9678,"array([ 1.74883982, -0.09274419])"
1862,10182,"array([1.95909592, 0.22047452])"
1863,12482,"array([2.19967011, 0.09763293])"
1864,2372,"array([1.88961943, 0.18156942])"
1865,11471,"array([1.85955251, 0.13273498])"
1866,9796,"array([2.14958627, 0.09087945])"
1867,2099,"array([1.79036897, 0.1061188 ])"
1868,2183,"array([1.82833809, 0.224439  ])"
1869,11619,"array([2.04631304, 0.22060591])"
1870,12351,"array([2.0838408 , 0.19346746])"
1871,12594,"array([2.10562813, 0.23177922])"
1872,1439,"array([1.81381715, 0.0597222 ])"
1873,495,"array([1.90003693, 0.45738899])"
1874,497,"array([ 2.17191808, -0.04483536])"
1875,498,"array([ 2.66889104, -0.1289151 ])"
1876,661,"array([ 2.72875776, -0.09531061])"
1877,7680,"array([ 2.80764373, -0.24348107])"
1878,6728,"array([ 2.80598553, -0.22632223])"
1879,8492,"array([ 2.86091308, -0.26552956])"
1880,11449,"array([ 2.78677173, -0.23387424])"
1881,499,"array([1.8211216 , 0.50978593])"
1882,1398,"array([1.95800964, 0.37226593])"
1883,9008,"array([1.82788923, 0.51872366])"
1884,500,"array([1.90811749, 0.47632305])"
1885,501,"array([2.73155155, 0.3782953 ])"
1886,503,"array([2.63565071, 0.63639339])"
1887,504,"array([2.5973595 , 0.31304968])"
1888,505,"array([2.53566781, 0.7178963 ])"
1889,506,"array([ 2.61428171, -0.12836543])"
1890,507,"array([1.92411086, 0.37425176])"
1891,508,"array([1.75102206, 0.37775574])"
1892,510,"array([1.98090044, 0.07129404])"
1893,511,"array([2.09770515, 0.30123323])"
1894,11065,"array([2.22637842, 0.31136552])"
1895,2061,"array([1.93738355, 0.47230303])"
1896,7012,"array([1.99976096, 0.38726968])"
1897,7017,"array([2.21488234, 0.25260646])"
1898,9171,"array([1.89153201, 0.47302707])"
1899,1812,"array([1.99442125, 0.24472857])"
1900,9174,"array([2.19554363, 0.11162086])"
1901,11884,"array([2.20685375, 0.25779148])"
1902,3676,"array([2.23258947, 0.30680166])"
1903,7959,"array([2.17809723, 0.38357402])"
1904,2042,"array([1.86499945, 0.35838978])"
1905,1854,"array([2.14285299, 0.32416803])"
1906,10382,"array([2.02444545, 0.44345693])"
1907,9232,"array([2.21409725, 0.19747522])"
1908,9812,"array([2.21762071, 0.21045087])"
1909,12024,"array([2.00727358, 0.20832664])"
1910,11806,"array([1.93905547, 0.34291421])"
1911,1727,"array([1.96888184, 0.33394528])"
1912,5406,"array([2.13109611, 0.43306138])"
1913,1334,"array([1.90153536, 0.2732267 ])"
1914,6347,"array([2.29705837, 0.27758868])"
1915,2523,"array([1.89949091, 0.44366868])"
1916,2728,"array([2.17484148, 0.28897878])"
1917,5359,"array([2.23373942, 0.11343288])"
1918,1744,"array([2.32447176, 0.38525373])"
1919,4161,"array([2.32716618, 0.54405145])"
1920,926,"array([2.06570465, 0.31931812])"
1921,2960,"array([2.20158241, 0.39056922])"
1922,10846,"array([1.96682681, 0.25917333])"
1923,9885,"array([2.17216964, 0.35707353])"
1924,11854,"array([2.22756781, 0.06984478])"
1925,3181,"array([2.12507513, 0.21671602])"
1926,5550,"array([1.94582269, 0.36323218])"
1927,9926,"array([1.89581429, 0.36234171])"
1928,512,"array([2.29537388, 0.07955773])"
1929,9253,"array([2.34773815, 0.20553958])"
1930,513,"array([2.05606926, 0.53798397])"
1931,4724,"array([1.93041747, 0.26960554])"
1932,514,"array([2.71350651, 0.39498989])"
1933,516,"array([2.25704448, 0.36379309])"
1934,5173,"array([2.16034887, 0.2853455 ])"
1935,517,"array([ 2.44726248, -0.09963244])"
1936,4785,"array([1.9417256 , 0.40209857])"
1937,7376,"array([2.05226473, 0.39051872])"
1938,7717,"array([2.01419155, 0.32698067])"
1939,10440,"array([1.94785573, 0.53690226])"
1940,11384,"array([2.01506804, 0.4142202 ])"
1941,7852,"array([2.01624491, 0.42483127])"
1942,11121,"array([1.97494291, 0.37134972])"
1943,6600,"array([1.97881262, 0.3897934 ])"
1944,4957,"array([2.08670774, 0.40218214])"
1945,520,"array([2.35220517, 0.11588254])"
1946,5878,"array([2.32800425, 0.03849398])"
1947,521,"array([2.11429341, 0.04240117])"
1948,522,"array([2.13111088, 0.28013297])"
1949,523,"array([2.31722823, 0.16103864])"
1950,6466,"array([2.24759739, 0.16464161])"
1951,7508,"array([2.25327912, 0.34960686])"
1952,524,"array([2.24675281, 0.58893327])"
1953,525,"array([ 2.8039613 , -0.04071769])"
1954,526,"array([2.53730045, 0.01049438])"
1955,527,"array([2.35470633, 0.47683973])"
1956,10534,"array([2.39089042, 0.45540537])"
1957,10405,"array([2.37733039, 0.53914392])"
1958,7115,"array([2.38477592, 0.54680529])"
1959,6530,"array([2.44977732, 0.61030553])"
1960,6253,"array([2.06255651, 0.08654239])"
1961,10298,"array([ 1.97342868, -0.13935078])"
1962,530,"array([ 2.1511939 , -0.04767032])"
1963,532,"array([ 2.61975066, -0.06841974])"
1964,533,"array([2.04575412, 0.53423765])"
1965,33,"array([2.00765643, 0.62195825])"
1966,10724,"array([2.04826193, 0.81294514])"
1967,5885,"array([1.91209478, 0.50789584])"
1968,1227,"array([2.06429037, 0.33029385])"
1969,898,"array([1.93638527, 0.42244477])"
1970,10136,"array([2.04878926, 0.36233955])"
1971,1996,"array([2.03253039, 0.81204111])"
1972,8712,"array([2.00790496, 0.79466257])"
1973,4892,"array([1.94625308, 0.59724215])"
1974,534,"array([2.3851716 , 0.22582679])"
1975,535,"array([ 2.67057085, -0.04025568])"
1976,536,"array([2.24989752, 0.14301317])"
1977,3651,"array([2.30001079, 0.27008837])"
1978,537,"array([2.0536548 , 0.23295782])"
1979,11984,"array([2.15002356, 0.37823978])"
1980,538,"array([2.42953526, 0.06207199])"
1981,540,"array([1.90826011, 0.28518944])"
1982,541,"array([2.35695429, 0.16727594])"
1983,542,"array([1.64583122, 0.45428693])"
1984,543,"array([2.5774177 , 0.32543441])"
1985,544,"array([2.75212642, 0.17510362])"
1986,11319,"array([2.25979714, 0.1419986 ])"
1987,10918,"array([2.28140507, 0.19003106])"
1988,11426,"array([2.4132842 , 0.04598927])"
1989,7719,"array([2.22139503, 0.25362621])"
1990,12499,"array([2.23908626, 0.19240074])"
1991,6335,"array([2.18085437, 0.28640355])"
1992,8549,"array([2.3075683 , 0.40407432])"
1993,885,"array([2.24052961, 0.21090694])"
1994,8271,"array([2.20940645, 0.32558083])"
1995,6372,"array([2.06396675, 0.07959724])"
1996,3028,"array([2.15459811, 0.04836984])"
1997,12000,"array([2.27651693, 0.15306816])"
1998,8045,"array([2.09482597, 0.23596419])"
1999,3185,"array([2.26882608, 0.23273457])"
2000,749,"array([2.24325776, 0.27591574])"
2001,548,"array([ 2.41026272, -0.08653531])"
2002,549,"array([2.65171641, 0.21152965])"
2003,550,"array([1.72394664, 0.42610116])"
2004,552,"array([2.54239423, 0.03358902])"
2005,553,"array([2.13354705, 0.12269012])"
2006,1265,"array([2.19025959, 0.10681897])"
2007,555,"array([ 2.50970612, -0.0207592 ])"
2008,556,"array([2.66428362, 0.08794579])"
2009,557,"array([2.29580362, 0.28501102])"
2010,558,"array([1.89445249, 0.73680318])"
2011,560,"array([1.87928358, 0.24369957])"
2012,4102,"array([1.9002807 , 0.37530808])"
2013,1488,"array([1.86875699, 0.43189915])"
2014,9327,"array([1.8307929, 0.3558808])"
2015,11167,"array([2.05363917, 0.46084386])"
2016,640,"array([2.19030861, 0.11477506])"
2017,2361,"array([1.93729273, 0.5249939 ])"
2018,253,"array([2.17444003, 0.03572071])"
2019,10015,"array([2.17803481, 0.59901371])"
2020,11537,"array([2.18520914, 0.10810944])"
2021,12158,"array([2.19953629, 0.19594901])"
2022,11745,"array([2.11572801, 0.13184373])"
2023,562,"array([2.34026545, 0.47949304])"
2024,563,"array([2.12400193, 0.17411924])"
2025,564,"array([2.02084376, 0.03573773])"
2026,565,"array([2.46726643e+00, 1.09555988e-03])"
2027,566,"array([ 2.11593777, -0.19870267])"
2028,6607,"array([ 2.13949978, -0.19477583])"
2029,568,"array([2.38245842, 0.21266807])"
2030,569,"array([2.42358347, 0.37363508])"
2031,11829,"array([2.4718654 , 0.30878285])"
2032,5047,"array([2.44468644, 0.32188194])"
2033,570,"array([2.52372442, 0.25532729])"
2034,573,"array([1.91706459, 0.44806042])"
2035,2837,"array([1.78142406, 0.48111505])"
2036,3599,"array([1.82394205, 0.48093621])"
2037,9237,"array([2.15889062, 0.20525297])"
2038,8887,"array([2.53103794, 0.36201894])"
2039,2477,"array([1.96520742, 0.14214247])"
2040,9710,"array([2.20811423, 0.29822704])"
2041,6479,"array([2.13731014, 0.23934804])"
2042,8082,"array([2.21857165, 0.13285878])"
2043,9741,"array([2.14709339, 0.17878782])"
2044,2213,"array([2.26925567, 0.11841429])"
2045,10039,"array([2.22821932, 0.11954758])"
2046,576,"array([ 2.76584641, -0.06634268])"
2047,577,"array([1.78243431, 0.32927378])"
2048,4307,"array([1.9615422 , 0.27641872])"
2049,581,"array([2.61798104, 0.11574627])"
2050,582,"array([1.99153148, 0.03032418])"
2051,12435,"array([ 1.89850822, -0.05090782])"
2052,583,"array([2.36754355, 0.74208669])"
2053,7240,"array([2.27808481, 0.46142   ])"
2054,584,"array([ 2.15147561, -0.19949509])"
2055,585,"array([2.41347252, 0.33330486])"
2056,587,"array([2.62039632, 0.06552985])"
2057,589,"array([2.43484035, 0.23256715])"
2058,590,"array([1.87693617, 0.47518452])"
2059,1737,"array([2.40102235, 0.50948417])"
2060,3722,"array([2.16285309, 0.261765  ])"
2061,9932,"array([2.31859877, 0.36997349])"
2062,12429,"array([2.26580097, 0.53766359])"
2063,9688,"array([2.23093442, 0.27028359])"
2064,2771,"array([2.37158692, 0.60043747])"
2065,6699,"array([2.0918378 , 0.16861722])"
2066,593,"array([ 2.45608861, -0.05216782])"
2067,595,"array([ 2.50113367, -0.03764347])"
2068,597,"array([2.71020787, 0.08294505])"
2069,598,"array([2.64103602, 0.19466013])"
2070,599,"array([2.77059381, 0.42632991])"
2071,6689,"array([2.58233998, 0.3373245 ])"
2072,600,"array([2.22511621, 0.54585075])"
2073,601,"array([2.43440331, 0.4162254 ])"
2074,2422,"array([2.17525958, 0.05363323])"
