# source, target, weight, time
12,13,1,1268820455
12,52,1,1268825444
12,13,1,1268827604
12,13,1,1268827723
12,13,1,1268829857
12,13,1,1268829955
12,13,1,1268830130
12,13,1,1268830256
12,80,1,1268831510
12,13,1,1268831518
12,13,1,1268831549
12,13,1,1268832061
12,13,1,1268832105
12,2,1,1268832111
12,13,1,1268832206
12,13,1,1268832215
12,16,1,1268832295
12,2,1,1268832323
12,13,1,1268832603
12,13,1,1268832626
12,13,1,1268832686
12,13,1,1268895311
12,13,1,1268895645
12,13,1,1268895690
12,13,1,1268895842
12,13,1,1268895919
12,13,1,1268896098
12,2,1,1268896964
12,7,1,1268903035
12,76,1,1268904249
12,2,1,1268904249
12,7,1,1268904249
12,34,1,1268904249
12,13,1,1268910885
12,13,1,1268910984
12,13,1,1268911305
12,13,1,1268917626
12,13,1,1268917738
12,13,1,1268917785
12,13,1,1268917823
12,13,1,1268917959
12,13,1,1268917989
12,13,1,1268918070
12,13,1,1268918080
12,2,1,1268976504
12,64,1,1268979175
12,16,1,1268979175
12,2,1,1268979175
12,7,1,1268979175
12,39,1,1268979175
12,2,1,1268984275
12,34,1,1268989909
12,13,1,1268990320
12,13,1,1268990395
12,68,1,1268990697
12,67,1,1268990697
12,13,1,1268990708
12,13,1,1268990734
12,0,1,1268998762
12,13,1,1268999017
12,13,1,1268999151
12,13,1,1268999420
12,13,1,1268999481
12,13,1,1268999908
12,13,1,1268999938
12,13,1,1269000075
12,13,1,1269000105
12,15,1,1269002441
12,13,1,1269002457
12,13,1,1269002487
12,13,1,1269002670
12,13,1,1269006302
12,13,1,1269006313
12,2,1,1269236231
12,3,1,1269239440
12,2,1,1269239440
12,34,1,1269239440
12,2,1,1269247311
12,13,1,1269247565
12,13,1,1269247813
12,13,1,1269247913
12,13,1,1269248047
12,13,1,1269248111
12,13,1,1269251982
12,13,1,1269252087
12,13,1,1269252160
12,13,1,1269253745
12,2,1,1269254181
12,13,1,1269256873
12,13,1,1269256909
12,13,1,1269257584
12,13,1,1269258260
12,13,1,1269258455
12,13,1,1269258484
12,13,1,1269258627
12,69,1,1269261657
12,2,1,1269329074
12,2,1,1269329600
12,3,1,1269329600
12,16,1,1269329600
12,34,1,1269329600
12,3,1,1269329635
12,13,1,1269331905
12,13,1,1269332113
12,13,1,1269332431
12,13,1,1269332515
12,13,1,1269332725
12,19,1,1269338982
12,19,1,1269340334
12,13,1,1269349923
12,13,1,1269350017
12,13,1,1269350022
12,3,1,1269350039
12,3,1,1269350049
12,3,1,1269350069
12,13,1,1269350086
12,13,1,1269350096
12,73,1,1269412424
12,72,1,1269412424
12,71,1,1269412424
12,39,1,1269412424
12,70,1,1269412470
12,2,1,1269415968
12,2,1,1269433857
12,52,1,1269435867
12,46,1,1269437531
12,52,1,1269494886
12,39,1,1269494911
12,13,1,1269500685
12,13,1,1269500861
12,80,1,1269501538
12,13,1,1269501546
12,2,1,1269502931
12,13,1,1269503509
12,13,1,1269503684
12,13,1,1269503758
12,13,1,1269503858
12,13,1,1269503910
12,49,1,1269504341
12,3,1,1269507912
12,73,1,1269509526
12,39,1,1269583838
12,64,1,1269583838
12,2,1,1269583838
12,7,1,1269583838
12,2,1,1269587515
12,2,1,1269590058
12,39,1,1269590265
12,13,1,1269590270
12,13,1,1269590535
12,13,1,1269590676
12,13,1,1269590684
12,13,1,1269590841
12,13,1,1269590857
12,13,1,1269599946
12,13,1,1269600085
12,13,1,1269600337
12,13,1,1269600364
12,13,1,1269600466
12,13,1,1269600506
12,13,1,1269600607
12,13,1,1269600617
12,13,1,1269601788
12,13,1,1269601803
12,13,1,1269602070
12,39,1,1269608658
12,2,1,1269848147
12,39,1,1269848184
12,2,1,1269848378
12,80,1,1269849688
12,2,1,1269851303
12,13,1,1269860688
12,13,1,1269860783
12,13,1,1269860974
12,13,1,1269861003
12,2,1,1269861648
12,13,1,1269862038
12,80,1,1269862188
12,13,1,1269862224
12,13,1,1269862256
12,13,1,1269862355
12,13,1,1269862756
12,13,1,1269862769
12,13,1,1269862853
12,13,1,1269862989
12,13,1,1269863000
12,13,1,1269867943
12,13,1,1269867978
12,13,1,1269868104
12,13,1,1269868171
12,13,1,1269868409
12,13,1,1269868433
12,13,1,1269868439
12,13,1,1269868465
12,13,1,1269868600
12,13,1,1269868919
12,13,1,1269869031
12,13,1,1269869047
12,13,1,1269869196
12,80,1,1269869309
12,13,1,1269869695
12,13,1,1269869716
12,13,1,1269869835
12,13,1,1269869929
12,13,1,1269870091
12,46,1,1269927159
12,34,1,1269941147
12,2,1,1269941163
12,71,1,1269945603
12,15,1,1269953604
12,13,1,1270024940
12,13,1,1270025042
12,3,1,1270025050
12,2,1,1270025053
12,13,1,1270025191
12,13,1,1270025200
12,2,1,1270037056
12,3,1,1270037135
12,3,1,1270037201
12,13,1,1270037654
12,13,1,1270037701
12,13,1,1270037703
12,13,1,1270037716
12,13,1,1270037816
12,13,1,1270037851
12,13,1,1270038147
12,2,1,1270040036
12,74,1,1270099545
12,3,1,1270102686
12,16,1,1270102686
12,2,1,1270102686
12,7,1,1270102686
12,39,1,1270102686
12,64,1,1270103084
12,2,1,1270103084
12,7,1,1270103084
12,39,1,1270103084
12,2,1,1270103838
12,39,1,1270103838
12,3,1,1270103838
12,2,1,1270105619
12,3,1,1270105619
12,52,1,1270105619
12,49,1,1270105619
12,39,1,1270105619
12,39,1,1270105908
12,2,1,1270109060
12,2,1,1270109125
12,13,1,1270109247
12,13,1,1270109695
12,13,1,1270109862
12,80,1,1270110527
12,2,1,1270111511
12,2,1,1270112417
12,39,1,1270112812
12,39,1,1270113519
12,3,1,1270116493
12,80,1,1270117862
12,3,1,1270118045
12,75,1,1270118286
12,39,1,1270118286
12,2,1,1270118466
12,13,1,1270124803
12,13,1,1270124932
12,13,1,1270124949
12,13,1,1270124977
12,13,1,1270124990
12,13,1,1270127354
12,13,1,1270127366
12,13,1,1270129338
12,13,1,1270129435
12,2,1,1270186207
12,39,1,1270187464
12,64,1,1270187464
12,16,1,1270187464
12,2,1,1270187464
12,7,1,1270187464
12,19,1,1270193536
12,3,1,1270194179
12,7,1,1270194179
12,39,1,1270194179
12,2,1,1270194179
12,22,1,1270194618
12,80,1,1270202634
12,7,1,1270211512
12,65,1,1270535485
12,2,1,1270535485
12,7,1,1270535485
12,39,1,1270535485
12,16,1,1270537572
12,3,1,1270537572
12,2,1,1270537572
12,73,1,1270556655
12,73,1,1270556688
12,69,1,1270561500
12,52,1,1270619021
12,65,1,1270623071
12,2,1,1270623071
12,7,1,1270623071
12,34,1,1270623071
12,39,1,1270623071
12,13,1,1270623397
12,13,1,1270623433
12,13,1,1270626054
12,2,1,1270626473
12,13,1,1270626559
12,13,1,1270626566
12,73,1,1270626672
12,73,1,1270626703
12,13,1,1270626715
12,15,1,1270645085
12,6,1,1270645325
12,0,1,1270645325
12,105,1,1270647374
12,73,1,1270705079
12,2,1,1270709261
12,34,1,1270709299
12,13,1,1270709326
12,13,1,1270709712
12,34,1,1270715822
12,34,1,1270715829
12,29,1,1270715851
12,29,1,1270715854
12,2,1,1270715859
12,2,1,1270715875
12,15,1,1270715934
12,0,1,1270716002
12,6,1,1270716002
12,105,1,1270716246
12,13,1,1270717602
12,13,1,1270718532
12,13,1,1270718547
12,13,1,1270718549
12,13,1,1270718583
12,13,1,1270719358
12,13,1,1270719432
12,13,1,1270719581
12,13,1,1270719637
12,13,1,1270719722
12,13,1,1270719768
12,13,1,1270791311
12,64,1,1270792614
12,16,1,1270792614
12,2,1,1270792614
12,3,1,1270792614
12,64,1,1270794636
12,16,1,1270794636
12,2,1,1270794636
12,7,1,1270794636
12,39,1,1270794636
12,0,1,1270796057
12,3,1,1270796340
12,0,1,1270796340
12,13,1,1270796350
12,13,1,1270796404
12,2,1,1270796418
12,13,1,1270797089
12,2,1,1270804237
12,13,1,1270804927
12,15,1,1270804936
12,13,1,1270808742
12,13,1,1270808934
12,13,1,1270808957
12,105,1,1270809603
12,69,1,1270810092
12,39,1,1270811579
12,13,1,1270815435
12,2,1,1271059241
12,39,1,1271059467
12,120,1,1271059467
12,3,1,1271068552
12,3,1,1271070697
12,39,1,1271078650
12,16,1,1271079140
12,2,1,1271145142
12,13,1,1271146225
12,13,1,1271146498
12,13,1,1271146630
12,26,1,1271148573
12,13,1,1271164719
12,13,1,1271164803
12,3,1,1271164825
12,47,1,1271164850
12,13,1,1271165000
12,13,1,1271165016
12,13,1,1271165109
12,13,1,1271165136
12,13,1,1271165257
12,13,1,1271165653
12,13,1,1271165664
12,13,1,1271165839
12,13,1,1271228361
12,26,1,1271235014
12,13,1,1271235028
12,2,1,1271235034
12,39,1,1271235107
12,2,1,1271242036
12,13,1,1271243929
12,13,1,1271244169
12,13,1,1271244263
12,13,1,1271244360
12,13,1,1271244385
12,13,1,1271244702
12,13,1,1271244736
12,13,1,1271246141
12,3,1,1271246160
12,13,1,1271252826
12,2,1,1271320620
12,13,1,1271320729
12,13,1,1271321126
12,13,1,1271321161
12,3,1,1271324988
12,3,1,1271325040
12,39,1,1271398105
12,39,1,1271398429
12,2,1,1271401875
12,13,1,1271408007
12,13,1,1271408229
12,2,1,1271408262
12,2,1,1271408351
12,3,1,1271408382
12,13,1,1271409017
12,13,1,1271409141
12,13,1,1271409242
12,13,1,1271409263
12,13,1,1271409266
12,13,1,1271409348
12,13,1,1271409602
12,7,1,1271411828
12,13,1,1271412982
12,13,1,1271412996
12,39,1,1271413018
12,13,1,1271415493
12,13,1,1271415513
12,13,1,1271415686
12,13,1,1271415833
12,13,1,1271416392
12,13,1,1271416440
12,13,1,1271416492
12,13,1,1271417147
12,16,1,1271417345
12,13,1,1271417429
12,13,1,1271417433
12,13,1,1271417471
12,13,1,1271417581
12,13,1,1271417611
12,13,1,1271418173
12,13,1,1271418200
12,13,1,1271418203
12,16,1,1271422641
12,3,1,1271655347
12,3,1,1271655356
12,7,1,1271656861
12,2,1,1271662544
12,7,1,1271662631
12,76,1,1271663316
12,39,1,1271663316
12,2,1,1271663316
12,7,1,1271663316
12,3,1,1271663888
12,39,1,1271664061
12,13,1,1271673332
12,2,1,1271682445
12,17,1,1271684073
12,2,1,1271749885
12,13,1,1271750886
12,13,1,1271751229
12,13,1,1271751695
12,13,1,1271751962
12,2,1,1271752218
12,26,1,1271757039
12,2,1,1271757069
12,13,1,1271757130
12,13,1,1271757145
12,13,1,1271757356
12,13,1,1271757483
12,13,1,1271757674
12,13,1,1271757740
12,13,1,1271757761
12,13,1,1271757846
12,13,1,1271757862
12,13,1,1271757893
12,13,1,1271757940
12,13,1,1271765267
12,13,1,1271765321
12,13,1,1271765647
12,13,1,1271765695
12,13,1,1271766058
12,13,1,1271766074
12,13,1,1271766077
12,13,1,1271766102
12,13,1,1271766157
12,13,1,1271766170
12,13,1,1271766327
12,13,1,1271770851
12,13,1,1271770915
12,2,1,1271828312
12,2,1,1271835904
12,16,1,1271848170
12,2,1,1271848170
12,34,1,1271848170
12,3,1,1271848170
12,39,1,1271848170
12,13,1,1271848372
12,13,1,1271848609
12,19,1,1271850975
12,2,1,1271854052
12,34,1,1271854193
12,7,1,1271855950
12,2,1,1271919473
12,2,1,1271922080
12,34,1,1271922431
12,2,1,1271929049
12,13,1,1271929441
12,39,1,1272003112
12,2,1,1272005732
12,2,1,1272008258
12,39,1,1272011791
12,13,1,1272012508
12,52,1,1272020058
12,13,1,1272020076
12,19,1,1272116934
12,73,1,1272116983
12,13,1,1272268659
12,13,1,1272268914
12,2,1,1272268927
12,13,1,1272269221
12,13,1,1272269368
12,13,1,1272269599
12,2,1,1272281567
12,34,1,1272281993
12,13,1,1272287182
12,13,1,1272287208
12,13,1,1272287447
12,83,1,1272347244
12,2,1,1272354035
12,34,1,1272356133
12,19,1,1272356617
12,13,1,1272376016
12,13,1,1272376021
12,13,1,1272376024
12,2,1,1272433701
12,3,1,1272433767
12,17,1,1272439180
12,13,1,1272439286
12,2,1,1272439846
12,13,1,1272440077
12,13,1,1272440217
12,13,1,1272440355
12,13,1,1272440485
12,13,1,1272440536
12,13,1,1272440916
12,13,1,1272440982
12,2,1,1272440990
12,13,1,1272441297
12,13,1,1272441328
12,13,1,1272441424
12,13,1,1272442989
12,13,1,1272443024
12,2,1,1272446853
12,34,1,1272446853
12,3,1,1272446853
12,19,1,1272452107
12,13,1,1272455488
12,13,1,1272455493
12,13,1,1272455499
12,13,1,1272455637
12,39,1,1272455781
12,13,1,1272455867
12,2,1,1272457147
12,13,1,1272459906
12,13,1,1272460066
12,13,1,1272460700
12,13,1,1272460796
12,13,1,1272461984
12,13,1,1272461987
12,13,1,1272462027
12,13,1,1272462142
12,13,1,1272462154
12,26,1,1272519707
12,13,1,1272519721
12,2,1,1272527173
12,2,1,1272547380
12,17,1,1272548377
12,2,1,1272613066
12,2,1,1272614129
12,64,1,1272615288
12,39,1,1272615310
12,64,1,1272615310
12,1,1,1272620230
12,2,1,1272623909
12,2,1,1272631544
12,3,1,1272632843
12,1,1,1272951313
12,1,1,1272966301
12,1,1,1272974403
12,6,1,1272979639
12,37,1,1273044762
12,65,1,1273046226
12,2,1,1273046226
12,7,1,1273046226
12,2,1,1273046704
12,2,1,1273047343
12,1,1,1273051588
12,49,1,1273053358
12,2,1,1273053358
12,52,1,1273053358
12,3,1,1273053358
12,39,1,1273053358
12,2,1,1273058622
12,34,1,1273058622
12,3,1,1273058622
12,1,1,1273124461
12,6,1,1273126917
12,39,1,1273126917
12,2,1,1273132333
12,16,1,1273132333
12,3,1,1273132333
12,2,1,1273133157
12,1,1,1273139682
12,13,1,1273140021
12,13,1,1273140166
12,13,1,1273140239
12,13,1,1273140514
12,13,1,1273140525
12,13,1,1273140554
12,13,1,1273151274
12,13,1,1273152177
12,19,1,1273152197
12,2,1,1273214041
12,80,1,1273215106
12,29,1,1273215269
12,2,1,1273218069
12,2,1,1273218134
12,34,1,1273218159
12,1,1,1273221020
12,29,1,1273221670
12,29,1,1273221695
12,34,1,1273229276
12,29,1,1273231677
12,29,1,1273231715
12,3,1,1273237115
12,3,1,1273237127
12,1,1,1273237139
12,1,1,1273238757
12,16,1,1273470273
12,2,1,1273470424
12,19,1,1273471210
12,19,1,1273474546
12,2,1,1273478069
12,50,1,1273480588
12,2,1,1273480822
12,6,1,1273480822
12,0,1,1273480822
12,34,1,1273481044
12,1,1,1273485246
12,1,1,1273499092
12,84,1,1273556237
12,2,1,1273563187
12,34,1,1273563214
12,26,1,1273571485
12,3,1,1273571494
12,1,1,1273571500
12,2,1,1273574520
12,2,1,1273575201
12,1,1,1273585161
12,19,1,1273650268
12,2,1,1273650279
12,34,1,1273650630
12,34,1,1273651025
12,42,1,1273657887
12,1,1,1273662021
12,3,1,1273662044
12,1,1,1273734724
12,2,1,1273737243
12,7,1,1273743064
12,7,1,1273749606
12,1,1,1273749643
12,2,1,1273754338
12,76,1,1273754338
12,7,1,1273754338
12,84,1,1273815530
12,65,1,1273821893
12,2,1,1273821893
12,7,1,1273821893
12,39,1,1273821893
12,1,1,1273828731
12,13,1,1273829738
12,2,1,1273837499
12,2,1,1273837758
12,81,1,1273840393
12,7,1,1274078677
12,65,1,1274078677
12,2,1,1274078677
12,39,1,1274078677
12,2,1,1274080558
12,13,1,1274098950
12,1,1,1274101816
12,1,1,1274103827
12,13,1,1274104004
12,13,1,1274104008
12,13,1,1274104212
12,3,1,1274161123
12,13,1,1274162885
12,65,1,1274167575
12,2,1,1274167575
12,7,1,1274167575
12,39,1,1274167575
12,26,1,1274167593
12,13,1,1274170999
12,13,1,1274171349
12,13,1,1274174355
12,13,1,1274174378
12,13,1,1274175994
12,19,1,1274176226
12,13,1,1274176880
12,13,1,1274247714
12,13,1,1274247779
12,13,1,1274248687
12,13,1,1274248808
12,13,1,1274250430
12,65,1,1274254452
12,2,1,1274254452
12,7,1,1274254452
12,39,1,1274254452
12,13,1,1274254475
12,13,1,1274254596
12,13,1,1274254601
12,13,1,1274255042
12,2,1,1274256214
12,13,1,1274256438
12,13,1,1274256602
12,13,1,1274256985
12,13,1,1274257838
12,13,1,1274257870
12,13,1,1274258282
12,13,1,1274269987
12,13,1,1274273703
12,65,1,1274339157
12,2,1,1274339157
12,7,1,1274339157
12,39,1,1274339157
12,2,1,1274339551
12,13,1,1274340225
12,13,1,1274340257
12,13,1,1274340517
12,13,1,1274340710
12,13,1,1274342409
12,13,1,1274342536
12,13,1,1274342775
12,13,1,1274344635
12,13,1,1274345377
12,16,1,1274345822
12,39,1,1274346625
12,13,1,1274361855
12,64,1,1274422581
12,2,1,1274422581
12,3,1,1274422581
12,39,1,1274422581
12,7,1,1274424580
12,39,1,1274424580
12,65,1,1274424580
12,2,1,1274424580
12,34,1,1274424580
12,3,1,1274424580
12,3,1,1274425729
12,34,1,1274426457
12,2,1,1274426958
12,3,1,1274428039
12,2,1,1274428039
12,34,1,1274428039
12,68,1,1274443116
12,65,1,1274682778
12,2,1,1274682778
12,7,1,1274682778
12,39,1,1274682778
12,1,1,1274694088
12,1,1,1274697144
12,26,1,1274704627
12,1,1,1274704640
12,47,1,1274766160
12,3,1,1274766344
12,34,1,1274766344
12,39,1,1274772267
12,65,1,1274772267
12,2,1,1274772267
12,7,1,1274772267
12,16,1,1274773639
12,2,1,1274773639
12,3,1,1274773639
12,34,1,1274773639
12,3,1,1274773664
12,2,1,1274774328
12,1,1,1274777837
12,19,1,1274779800
12,39,1,1274857810
12,65,1,1274857810
12,2,1,1274857810
12,7,1,1274857810
12,34,1,1274857810
12,2,1,1274862715
12,1,1,1274864977
12,1,1,1274877675
12,2,1,1274943141
12,2,1,1274943459
12,2,1,1274946569
12,1,1,1274946621
12,2,1,1275030787
12,2,1,1275032459
12,1,1,1275035763
12,3,1,1275038615
12,34,1,1275042333
12,17,1,1275292815
12,17,1,1275293004
12,1,1,1275294746
12,2,1,1275302206
12,2,1,1275303941
12,26,1,1275305889
12,2,1,1275370909
12,3,1,1275375601
12,2,1,1275376096
12,34,1,1275376096
12,3,1,1275376096
12,7,1,1275378599
12,16,1,1275378599
12,2,1,1275378599
12,39,1,1275378599
12,2,1,1275379052
12,2,1,1275379553
12,1,1,1275380413
12,16,1,1275380896
12,52,1,1275388050
12,64,1,1275388060
12,2,1,1275389398
12,16,1,1275394798
12,13,1,1275394805
12,13,1,1275394827
12,13,1,1275395029
12,13,1,1275396398
12,6,1,1275396655
12,13,1,1275396723
12,16,1,1275397055
12,13,1,1275397688
12,13,1,1275397718
12,13,1,1275397925
12,13,1,1275398061
12,13,1,1275398319
12,13,1,1275398351
12,3,1,1275398378
12,13,1,1275399668
12,13,1,1275399671
12,2,1,1275399678
12,50,1,1275457246
12,2,1,1275464453
12,1,1,1275467712
12,13,1,1275475929
12,13,1,1275475984
12,2,1,1275889421
12,2,1,1275889524
12,7,1,1275894570
12,39,1,1275894570
12,34,1,1275894570
12,65,1,1275894570
12,2,1,1275894570
12,19,1,1275909322
12,34,1,1275909341
12,2,1,1275911965
12,7,1,1275911965
12,34,1,1275911965
12,26,1,1275913455
12,1,1,1275916877
12,29,1,1275977629
12,29,1,1275977651
12,6,1,1275978991
12,3,1,1275980390
12,65,1,1275982588
12,39,1,1275982588
12,2,1,1275982588
12,7,1,1275982588
12,34,1,1275982588
12,34,1,1275982748
12,59,1,1275983619
12,2,1,1275984482
12,13,1,1275985600
12,13,1,1275985859
12,1,1,1275986514
12,13,1,1275986678
12,13,1,1275986778
12,13,1,1275986847
12,13,1,1275986898
12,13,1,1275986947
12,13,1,1275987146
12,47,1,1276004550
12,84,1,1276061686
12,3,1,1276066562
12,39,1,1276067694
12,65,1,1276067694
12,2,1,1276067694
12,7,1,1276067694
12,34,1,1276067694
12,1,1,1276074638
12,13,1,1276080096
12,13,1,1276080173
12,43,1,1276082687
12,7,1,1276083126
12,7,1,1276083146
12,13,1,1276084439
12,3,1,1276151865
12,13,1,1276152511
12,2,1,1276153414
12,65,1,1276153414
12,7,1,1276153414
12,39,1,1276153414
12,34,1,1276153414
12,2,1,1276154642
12,13,1,1276155071
12,13,1,1276155079
12,13,1,1276155128
12,1,1,1276160753
12,13,1,1276163355
12,13,1,1276163376
12,13,1,1276163446
12,13,1,1276163477
12,13,1,1276164219
12,67,1,1276166489
12,84,1,1276166489
12,66,1,1276166489
12,65,1,1276166489
12,2,1,1276166489
12,19,1,1276167105
12,7,1,1276167768
12,1,1,1276170181
12,3,1,1276238452
12,65,1,1276241149
12,2,1,1276241149
12,7,1,1276241149
12,39,1,1276241149
12,65,1,1276241864
12,67,1,1276241864
12,1,1,1276244137
12,3,1,1276255778
12,2,1,1276355975
12,65,1,1276500949
12,39,1,1276500949
12,2,1,1276500949
12,7,1,1276500949
12,13,1,1276505487
12,13,1,1276508186
12,13,1,1276510162
12,13,1,1276510222
12,19,1,1276514112
12,34,1,1276516371
12,84,1,1276580349
12,65,1,1276585340
12,2,1,1276585340
12,7,1,1276585340
12,39,1,1276585340
12,2,1,1276586032
12,2,1,1276586056
12,34,1,1276586056
12,13,1,1276586620
12,13,1,1276586659
12,13,1,1276586796
12,13,1,1276586859
12,13,1,1276587548
12,13,1,1276587580
12,13,1,1276591417
12,13,1,1276591482
12,13,1,1276591702
12,13,1,1276591740
12,13,1,1276592390
12,13,1,1276592423
12,13,1,1276592732
12,13,1,1276592738
12,13,1,1276592939
12,7,1,1276595225
12,13,1,1276597957
12,13,1,1276598008
12,13,1,1276598821
12,2,1,1276599069
12,50,1,1276599069
12,34,1,1276599126
12,13,1,1276599534
12,13,1,1276599801
12,13,1,1276599994
12,13,1,1276600171
12,13,1,1276600210
12,13,1,1276600274
12,13,1,1276600351
12,13,1,1276600370
12,13,1,1276600451
12,13,1,1276600489
12,13,1,1276600857
12,13,1,1276602191
12,13,1,1276602721
12,13,1,1276602955
12,7,1,1276604010
12,65,1,1276672334
12,2,1,1276672334
12,7,1,1276672334
12,39,1,1276672334
12,13,1,1276673505
12,2,1,1276674124
12,13,1,1276674134
12,34,1,1276674172
12,2,1,1276674199
12,34,1,1276676129
12,13,1,1276676974
12,13,1,1276676988
12,13,1,1276677109
12,13,1,1276682430
12,1,1,1276683486
12,76,1,1276693932
12,2,1,1276693932
12,7,1,1276693932
12,13,1,1276693993
12,13,1,1276694824
12,65,1,1276756867
12,2,1,1276756867
12,7,1,1276756867
12,39,1,1276756867
12,13,1,1276757889
12,13,1,1276758090
12,13,1,1276758166
12,13,1,1276758234
12,13,1,1276762136
12,13,1,1276762331
12,13,1,1276762421
12,13,1,1276762891
12,2,1,1276768389
12,1,1,1276768762
12,13,1,1276770747
12,13,1,1276770809
12,13,1,1276772669
12,1,1,1276772682
12,7,1,1276843493
12,2,1,1276843493
12,50,1,1276843493
12,3,1,1276843512
12,65,1,1276844674
12,2,1,1276844674
12,7,1,1276844674
12,39,1,1276844674
12,13,1,1276844750
12,3,1,1276846082
12,3,1,1276846224
12,13,1,1276846233
12,13,1,1276846269
12,13,1,1276846432
12,13,1,1276850124
12,13,1,1276850153
12,13,1,1276850532
12,13,1,1276850594
12,13,1,1276850736
12,13,1,1276850831
12,13,1,1276851040
12,13,1,1276851105
12,13,1,1276851346
12,13,1,1276851466
12,13,1,1276852438
12,13,1,1276852498
12,13,1,1276853418
12,13,1,1276853447
12,2,1,1276855835
12,13,1,1276859073
12,13,1,1276859336
12,13,1,1276859362
12,13,1,1276860884
12,13,1,1276860932
12,13,1,1276861511
12,13,1,1276861515
12,13,1,1276861566
12,13,1,1276862836
12,26,1,1276962923
12,26,1,1276962932
12,26,1,1276962936
12,3,1,1276963092
12,2,1,1277103793
12,2,1,1277104054
12,2,1,1277105211
12,59,1,1277115707
12,2,1,1277118972
12,2,1,1277122560
12,2,1,1277128107
12,73,1,1277185148
12,34,1,1277191714
12,2,1,1277192375
12,73,1,1277203574
12,15,1,1277204241
12,5,1,1277204858
12,105,1,1277204858
12,3,1,1277204858
12,2,1,1277278070
12,2,1,1277278882
12,34,1,1277279132
12,26,1,1277299607
12,33,1,1277299614
12,2,1,1277359730
12,49,1,1277364049
12,2,1,1277364062
12,2,1,1277364145
12,34,1,1277364180
12,2,1,1277365199
12,2,1,1277366128
12,2,1,1277374652
12,2,1,1277374714
12,84,1,1277444517
12,84,1,1277444554
12,84,1,1277444577
12,2,1,1277444619
12,2,1,1277444635
12,3,1,1277448083
12,2,1,1277449984
12,2,1,1277451957
12,19,1,1277459056
12,3,1,1277459560
12,2,1,1277460872
12,3,1,1277460889
12,3,1,1277460912
12,2,1,1277462367
12,2,1,1277462589
12,49,1,1277465921
12,3,1,1277469656
12,0,1,1277876253
12,26,1,1277876310
12,49,1,1277876348
12,49,1,1277876356
12,49,1,1277876384
12,13,1,1277876404
12,13,1,1277876565
12,2,1,1277876629
12,2,1,1277876652
12,2,1,1277876660
12,2,1,1277876666
12,2,1,1277876705
12,2,1,1277876717
12,3,1,1277876755
12,3,1,1277876766
12,39,1,1277876783
12,13,1,1277876939
12,52,1,1277886136
12,13,1,1277889573
12,13,1,1277889583
12,13,1,1277889629
12,2,1,1277889636
12,3,1,1277889663
12,13,1,1277890674
12,13,1,1277890695
12,13,1,1277890991
12,13,1,1277891378
12,13,1,1277891403
12,13,1,1277891423
12,13,1,1277897760
12,13,1,1277897889
12,2,1,1277904406
12,2,1,1277905056
12,13,1,1277967220
12,13,1,1277967668
12,13,1,1277967693
12,13,1,1277967788
12,13,1,1277967909
12,13,1,1277968081
12,13,1,1277969136
12,13,1,1277969446
12,2,1,1277970665
12,2,1,1277975384
12,2,1,1277975426
12,3,1,1277976510
12,2,1,1277976510
12,13,1,1277976656
12,13,1,1277976747
12,13,1,1277976982
12,13,1,1277977024
12,13,1,1277977406
12,13,1,1277977470
12,39,1,1277977872
12,39,1,1277978459
12,3,1,1277978459
12,16,1,1277978459
12,2,1,1277978459
12,7,1,1277978459
12,13,1,1277978592
12,13,1,1277979022
12,13,1,1277979092
12,13,1,1277979098
12,13,1,1277979662
12,13,1,1277979722
12,13,1,1277979804
12,13,1,1277979825
12,13,1,1277979992
12,2,1,1277980440
12,52,1,1277980440
12,49,1,1277980440
12,3,1,1277980440
12,2,1,1277983222
12,3,1,1277990982
12,50,1,1277991010
12,2,1,1278049494
12,6,1,1278054843
12,2,1,1278056210
12,13,1,1278056442
12,13,1,1278056679
12,13,1,1278056829
12,13,1,1278056960
12,13,1,1278057063
12,13,1,1278057084
12,13,1,1278057090
12,13,1,1278057111
12,13,1,1278057189
12,13,1,1278057226
12,13,1,1278057264
12,13,1,1278057267
12,13,1,1278057515
12,13,1,1278057563
12,13,1,1278057644
12,13,1,1278057800
12,13,1,1278058837
12,13,1,1278058905
12,13,1,1278061440
12,13,1,1278061481
12,13,1,1278062616
12,3,1,1278067338
12,13,1,1278067660
12,13,1,1278067679
12,13,1,1278068488
12,13,1,1278068669
12,13,1,1278068942
12,13,1,1278068998
12,13,1,1278069200
12,13,1,1278069261
12,13,1,1278069340
12,13,1,1278069404
12,13,1,1278069501
12,13,1,1278069520
12,13,1,1278069640
12,13,1,1278073873
12,13,1,1278073900
12,13,1,1278073902
12,13,1,1278073939
12,13,1,1278074261
12,13,1,1278074327
12,13,1,1278074405
12,13,1,1278074467
12,13,1,1278074719
12,13,1,1278075129
12,13,1,1278075175
12,13,1,1278075820
12,13,1,1278075834
12,13,1,1278076120
12,13,1,1278076137
12,13,1,1278076139
12,13,1,1278076165
12,13,1,1278076254
12,13,1,1278076277
12,13,1,1278076494
12,13,1,1278076551
12,13,1,1278076719
12,13,1,1278076845
12,13,1,1278077160
12,13,1,1278077174
12,13,1,1278077251
12,3,1,1278222439
12,3,1,1278222499
12,2,1,1278318484
12,2,1,1278318589
12,13,1,1278318622
12,13,1,1278318687
12,13,1,1278318838
12,13,1,1278318916
12,13,1,1278319195
12,13,1,1278319226
