,index,Triangle,Degree,network
1153,1153,901086,2420,random_fb-pages-politician
1154,1154,942720,2452,random_fb-pages-politician
1155,1155,952002,2462,random_fb-pages-politician
1156,1156,926646,2450,random_fb-pages-politician
1157,1157,912827,2417,random_fb-pages-politician
1158,1158,939284,2450,random_fb-pages-politician
1159,1159,925212,2439,random_fb-pages-politician
1160,1160,966526,2504,random_fb-pages-politician
1161,1161,910828,2427,random_fb-pages-politician
1162,1162,901036,2407,random_fb-pages-politician
1163,1163,880824,2353,random_fb-pages-politician
1164,1164,947233,2459,random_fb-pages-politician
1165,1165,872191,2364,random_fb-pages-politician
1166,1166,906239,2401,random_fb-pages-politician
1167,1167,909292,2407,random_fb-pages-politician
1168,1168,897256,2399,random_fb-pages-politician
1169,1169,944423,2488,random_fb-pages-politician
1170,1170,962324,2525,random_fb-pages-politician
1171,1171,908461,2399,random_fb-pages-politician
1172,1172,892964,2390,random_fb-pages-politician
1173,1173,930818,2449,random_fb-pages-politician
1174,1174,915685,2423,random_fb-pages-politician
1175,1175,894206,2386,random_fb-pages-politician
1176,1176,882151,2397,random_fb-pages-politician
1177,1177,937818,2464,random_fb-pages-politician
1178,1178,908841,2412,random_fb-pages-politician
1179,1179,936542,2453,random_fb-pages-politician
1180,1180,889560,2394,random_fb-pages-politician
1181,1181,940309,2427,random_fb-pages-politician
1182,1182,862877,2361,random_fb-pages-politician
1183,1183,891665,2398,random_fb-pages-politician
1184,1184,910763,2446,random_fb-pages-politician
1185,1185,842083,2302,random_fb-pages-politician
1186,1186,847895,2309,random_fb-pages-politician
1187,1187,869744,2338,random_fb-pages-politician
1188,1188,880144,2363,random_fb-pages-politician
1189,1189,879132,2372,random_fb-pages-politician
1190,1190,949175,2489,random_fb-pages-politician
1191,1191,876258,2375,random_fb-pages-politician
1192,1192,863308,2340,random_fb-pages-politician
1193,1193,849075,2341,random_fb-pages-politician
1194,1194,912460,2403,random_fb-pages-politician
1195,1195,838603,2307,random_fb-pages-politician
1196,1196,896016,2384,random_fb-pages-politician
1197,1197,905875,2413,random_fb-pages-politician
1198,1198,883058,2386,random_fb-pages-politician
1199,1199,858833,2348,random_fb-pages-politician
1200,1200,910828,2416,random_fb-pages-politician
1201,1201,876830,2366,random_fb-pages-politician
1202,1202,861360,2348,random_fb-pages-politician
1203,1203,869689,2343,random_fb-pages-politician
1204,1204,860638,2363,random_fb-pages-politician
1205,1205,832609,2303,random_fb-pages-politician
1206,1206,901655,2389,random_fb-pages-politician
1207,1207,875136,2385,random_fb-pages-politician
1208,1208,787873,2219,random_fb-pages-politician
1209,1209,837297,2329,random_fb-pages-politician
1210,1210,830800,2315,random_fb-pages-politician
1211,1211,911888,2448,random_fb-pages-politician
1212,1212,856341,2338,random_fb-pages-politician
1213,1213,842671,2338,random_fb-pages-politician
1214,1214,876347,2383,random_fb-pages-politician
1215,1215,892175,2413,random_fb-pages-politician
1216,1216,862168,2353,random_fb-pages-politician
1217,1217,802469,2259,random_fb-pages-politician
1218,1218,879565,2395,random_fb-pages-politician
1219,1219,856986,2364,random_fb-pages-politician
1220,1220,832198,2282,random_fb-pages-politician
1221,1221,824562,2301,random_fb-pages-politician
1222,1222,871943,2378,random_fb-pages-politician
1223,1223,809739,2290,random_fb-pages-politician
1224,1224,805133,2245,random_fb-pages-politician
1225,1225,846160,2344,random_fb-pages-politician
1226,1226,857249,2352,random_fb-pages-politician
1227,1227,880825,2416,random_fb-pages-politician
1228,1228,814988,2287,random_fb-pages-politician
1229,1229,850636,2334,random_fb-pages-politician
1230,1230,845422,2347,random_fb-pages-politician
1231,1231,852135,2368,random_fb-pages-politician
1232,1232,842273,2316,random_fb-pages-politician
1233,1233,824011,2304,random_fb-pages-politician
1234,1234,791752,2252,random_fb-pages-politician
1235,1235,846899,2339,random_fb-pages-politician
1236,1236,833402,2334,random_fb-pages-politician
1237,1237,802877,2272,random_fb-pages-politician
1238,1238,793096,2241,random_fb-pages-politician
1239,1239,830114,2321,random_fb-pages-politician
1240,1240,827628,2296,random_fb-pages-politician
1241,1241,777897,2217,random_fb-pages-politician
1242,1242,819312,2294,random_fb-pages-politician
1243,1243,808593,2288,random_fb-pages-politician
1244,1244,838547,2316,random_fb-pages-politician
1245,1245,809204,2280,random_fb-pages-politician
1246,1246,791559,2245,random_fb-pages-politician
1247,1247,820704,2318,random_fb-pages-politician
1248,1248,830950,2340,random_fb-pages-politician
1249,1249,821662,2296,random_fb-pages-politician
1250,1250,838394,2326,random_fb-pages-politician
1251,1251,784001,2224,random_fb-pages-politician
1252,1252,774130,2216,random_fb-pages-politician
1253,1253,803581,2283,random_fb-pages-politician
1254,1254,803568,2268,random_fb-pages-politician
1255,1255,819572,2292,random_fb-pages-politician
1256,1256,791881,2232,random_fb-pages-politician
1257,1257,813462,2307,random_fb-pages-politician
1258,1258,786348,2253,random_fb-pages-politician
1259,1259,797421,2260,random_fb-pages-politician
1260,1260,809831,2265,random_fb-pages-politician
1261,1261,777613,2217,random_fb-pages-politician
1262,1262,790202,2246,random_fb-pages-politician
1263,1263,825083,2312,random_fb-pages-politician
1264,1264,778094,2222,random_fb-pages-politician
1265,1265,784406,2250,random_fb-pages-politician
1266,1266,805015,2277,random_fb-pages-politician
1267,1267,799419,2257,random_fb-pages-politician
1268,1268,824312,2314,random_fb-pages-politician
1269,1269,819516,2300,random_fb-pages-politician
1270,1270,754465,2182,random_fb-pages-politician
1271,1271,787834,2252,random_fb-pages-politician
1272,1272,770901,2226,random_fb-pages-politician
1273,1273,830836,2334,random_fb-pages-politician
1274,1274,819289,2326,random_fb-pages-politician
1275,1275,793986,2277,random_fb-pages-politician
1276,1276,770721,2233,random_fb-pages-politician
1277,1277,768630,2232,random_fb-pages-politician
1278,1278,832471,2343,random_fb-pages-politician
1279,1279,751674,2194,random_fb-pages-politician
1280,1280,788110,2258,random_fb-pages-politician
1281,1281,809678,2298,random_fb-pages-politician
1282,1282,781875,2237,random_fb-pages-politician
1283,1283,817283,2300,random_fb-pages-politician
1284,1284,777865,2253,random_fb-pages-politician
1285,1285,757634,2227,random_fb-pages-politician
1286,1286,816779,2290,random_fb-pages-politician
1287,1287,775793,2213,random_fb-pages-politician
1288,1288,777887,2227,random_fb-pages-politician
1289,1289,768731,2210,random_fb-pages-politician
1290,1290,794752,2278,random_fb-pages-politician
1291,1291,745596,2180,random_fb-pages-politician
1292,1292,747964,2163,random_fb-pages-politician
1293,1293,764821,2234,random_fb-pages-politician
1294,1294,815585,2296,random_fb-pages-politician
1295,1295,783053,2238,random_fb-pages-politician
1296,1296,780963,2260,random_fb-pages-politician
1297,1297,765362,2220,random_fb-pages-politician
1298,1298,768577,2224,random_fb-pages-politician
1299,1299,719175,2136,random_fb-pages-politician
1300,1300,785831,2256,random_fb-pages-politician
1301,1301,774097,2248,random_fb-pages-politician
1302,1302,735774,2165,random_fb-pages-politician
1303,1303,793203,2277,random_fb-pages-politician
1304,1304,752425,2200,random_fb-pages-politician
1305,1305,753520,2202,random_fb-pages-politician
1306,1306,736995,2162,random_fb-pages-politician
1307,1307,771749,2242,random_fb-pages-politician
1308,1308,757177,2195,random_fb-pages-politician
1309,1309,769834,2214,random_fb-pages-politician
1310,1310,701365,2091,random_fb-pages-politician
1311,1311,750728,2216,random_fb-pages-politician
1312,1312,730528,2157,random_fb-pages-politician
1313,1313,755226,2204,random_fb-pages-politician
1314,1314,771271,2222,random_fb-pages-politician
1315,1315,723067,2150,random_fb-pages-politician
1316,1316,757787,2216,random_fb-pages-politician
1317,1317,727082,2174,random_fb-pages-politician
1318,1318,728446,2130,random_fb-pages-politician
1319,1319,715520,2143,random_fb-pages-politician
1320,1320,702220,2133,random_fb-pages-politician
1321,1321,783909,2278,random_fb-pages-politician
1322,1322,758978,2216,random_fb-pages-politician
1323,1323,727765,2162,random_fb-pages-politician
1324,1324,736788,2183,random_fb-pages-politician
1325,1325,686092,2077,random_fb-pages-politician
1326,1326,798639,2287,random_fb-pages-politician
1327,1327,721375,2150,random_fb-pages-politician
1328,1328,724111,2170,random_fb-pages-politician
1329,1329,771743,2251,random_fb-pages-politician
1330,1330,713077,2138,random_fb-pages-politician
1331,1331,691189,2105,random_fb-pages-politician
1332,1332,725550,2136,random_fb-pages-politician
1333,1333,769703,2252,random_fb-pages-politician
1334,1334,700977,2136,random_fb-pages-politician
1335,1335,699422,2134,random_fb-pages-politician
1336,1336,727196,2157,random_fb-pages-politician
1337,1337,689493,2088,random_fb-pages-politician
1338,1338,748240,2194,random_fb-pages-politician
1339,1339,783135,2259,random_fb-pages-politician
1340,1340,739476,2189,random_fb-pages-politician
1341,1341,732628,2193,random_fb-pages-politician
1342,1342,715102,2183,random_fb-pages-politician
1343,1343,722313,2144,random_fb-pages-politician
1344,1344,747426,2211,random_fb-pages-politician
1345,1345,726554,2181,random_fb-pages-politician
1346,1346,718479,2152,random_fb-pages-politician
1347,1347,710146,2147,random_fb-pages-politician
1348,1348,725255,2164,random_fb-pages-politician
1349,1349,703457,2131,random_fb-pages-politician
1350,1350,675078,2060,random_fb-pages-politician
1351,1351,713369,2149,random_fb-pages-politician
1352,1352,719503,2160,random_fb-pages-politician
1353,1353,680247,2072,random_fb-pages-politician
1354,1354,738318,2205,random_fb-pages-politician
1355,1355,666101,2047,random_fb-pages-politician
1356,1356,698385,2152,random_fb-pages-politician
1357,1357,703851,2139,random_fb-pages-politician
1358,1358,648414,2024,random_fb-pages-politician
1359,1359,685615,2107,random_fb-pages-politician
1360,1360,711658,2146,random_fb-pages-politician
1361,1361,748729,2191,random_fb-pages-politician
1362,1362,683735,2097,random_fb-pages-politician
1363,1363,685506,2099,random_fb-pages-politician
1364,1364,711174,2148,random_fb-pages-politician
1365,1365,661840,2063,random_fb-pages-politician
1366,1366,692958,2127,random_fb-pages-politician
1367,1367,706792,2148,random_fb-pages-politician
1368,1368,675166,2073,random_fb-pages-politician
1369,1369,690118,2115,random_fb-pages-politician
1370,1370,699514,2124,random_fb-pages-politician
1371,1371,715150,2162,random_fb-pages-politician
1372,1372,646323,2040,random_fb-pages-politician
1373,1373,734033,2204,random_fb-pages-politician
1374,1374,646471,2013,random_fb-pages-politician
1375,1375,682479,2101,random_fb-pages-politician
1376,1376,672620,2074,random_fb-pages-politician
1377,1377,655244,2041,random_fb-pages-politician
1378,1378,658351,2046,random_fb-pages-politician
1379,1379,671087,2053,random_fb-pages-politician
1380,1380,665842,2063,random_fb-pages-politician
1381,1381,701359,2126,random_fb-pages-politician
1382,1382,687939,2122,random_fb-pages-politician
1383,1383,673959,2090,random_fb-pages-politician
1384,1384,698232,2132,random_fb-pages-politician
1385,1385,665473,2043,random_fb-pages-politician
1386,1386,665503,2056,random_fb-pages-politician
1387,1387,645681,2043,random_fb-pages-politician
1388,1388,675186,2073,random_fb-pages-politician
1389,1389,667773,2058,random_fb-pages-politician
1390,1390,657703,2082,random_fb-pages-politician
1391,1391,649988,2078,random_fb-pages-politician
1392,1392,690315,2119,random_fb-pages-politician
1393,1393,707883,2161,random_fb-pages-politician
1394,1394,654665,2073,random_fb-pages-politician
1395,1395,673233,2108,random_fb-pages-politician
1396,1396,664037,2070,random_fb-pages-politician
1397,1397,651762,2026,random_fb-pages-politician
1398,1398,690868,2096,random_fb-pages-politician
1399,1399,643804,2039,random_fb-pages-politician
1400,1400,659047,2039,random_fb-pages-politician
1401,1401,628609,2003,random_fb-pages-politician
1402,1402,617385,1984,random_fb-pages-politician
1403,1403,641891,2017,random_fb-pages-politician
1404,1404,677017,2084,random_fb-pages-politician
1405,1405,664347,2073,random_fb-pages-politician
1406,1406,657398,2051,random_fb-pages-politician
1407,1407,629875,2035,random_fb-pages-politician
1408,1408,664843,2080,random_fb-pages-politician
1409,1409,667447,2084,random_fb-pages-politician
1410,1410,648586,2047,random_fb-pages-politician
1411,1411,662083,2057,random_fb-pages-politician
1412,1412,688417,2110,random_fb-pages-politician
1413,1413,643285,2020,random_fb-pages-politician
1414,1414,616354,1973,random_fb-pages-politician
1415,1415,657024,2064,random_fb-pages-politician
1416,1416,620523,1997,random_fb-pages-politician
1417,1417,619731,1990,random_fb-pages-politician
1418,1418,658718,2080,random_fb-pages-politician
1419,1419,604453,1955,random_fb-pages-politician
1420,1420,643808,2031,random_fb-pages-politician
1421,1421,626578,2018,random_fb-pages-politician
1422,1422,660509,2055,random_fb-pages-politician
1423,1423,613848,1977,random_fb-pages-politician
1424,1424,660274,2068,random_fb-pages-politician
1425,1425,636985,2037,random_fb-pages-politician
1426,1426,613770,1978,random_fb-pages-politician
1427,1427,638250,2033,random_fb-pages-politician
1428,1428,630867,2001,random_fb-pages-politician
1429,1429,596547,1947,random_fb-pages-politician
1430,1430,665279,2097,random_fb-pages-politician
1431,1431,613101,2017,random_fb-pages-politician
1432,1432,637480,2027,random_fb-pages-politician
1433,1433,643045,2046,random_fb-pages-politician
1434,1434,632634,2018,random_fb-pages-politician
1435,1435,630388,2020,random_fb-pages-politician
1436,1436,611854,1990,random_fb-pages-politician
1437,1437,628189,1998,random_fb-pages-politician
1438,1438,636532,2023,random_fb-pages-politician
1439,1439,646370,2070,random_fb-pages-politician
1440,1440,628555,2010,random_fb-pages-politician
1441,1441,636373,2023,random_fb-pages-politician
1442,1442,620809,1999,random_fb-pages-politician
1443,1443,591808,1945,random_fb-pages-politician
1444,1444,625772,2011,random_fb-pages-politician
1445,1445,604491,1973,random_fb-pages-politician
1446,1446,614001,2004,random_fb-pages-politician
1447,1447,587737,1967,random_fb-pages-politician
1448,1448,608062,1959,random_fb-pages-politician
1449,1449,628052,2011,random_fb-pages-politician
1450,1450,642546,2042,random_fb-pages-politician
1451,1451,608368,2002,random_fb-pages-politician
1452,1452,619690,2004,random_fb-pages-politician
1453,1453,606684,1976,random_fb-pages-politician
1454,1454,612686,1974,random_fb-pages-politician
1455,1455,626079,2023,random_fb-pages-politician
1456,1456,586079,1945,random_fb-pages-politician
1457,1457,628955,2019,random_fb-pages-politician
1458,1458,590689,1950,random_fb-pages-politician
1459,1459,622706,2005,random_fb-pages-politician
1460,1460,632868,2024,random_fb-pages-politician
1461,1461,599807,1948,random_fb-pages-politician
1462,1462,643154,2058,random_fb-pages-politician
1463,1463,570099,1902,random_fb-pages-politician
1464,1464,618444,2024,random_fb-pages-politician
1465,1465,630068,2053,random_fb-pages-politician
1466,1466,604381,1959,random_fb-pages-politician
1467,1467,632032,2049,random_fb-pages-politician
1468,1468,593882,1957,random_fb-pages-politician
1469,1469,633913,2014,random_fb-pages-politician
1470,1470,625931,2013,random_fb-pages-politician
1471,1471,588477,1924,random_fb-pages-politician
1472,1472,599302,1985,random_fb-pages-politician
1473,1473,576605,1902,random_fb-pages-politician
1474,1474,569804,1901,random_fb-pages-politician
1475,1475,578702,1924,random_fb-pages-politician
1476,1476,577778,1889,random_fb-pages-politician
1477,1477,605036,1991,random_fb-pages-politician
1478,1478,617351,2008,random_fb-pages-politician
1479,1479,625711,2016,random_fb-pages-politician
1480,1480,606243,1996,random_fb-pages-politician
1481,1481,570098,1911,random_fb-pages-politician
1482,1482,608395,1983,random_fb-pages-politician
1483,1483,643562,2070,random_fb-pages-politician
1484,1484,612853,1992,random_fb-pages-politician
1485,1485,579960,1936,random_fb-pages-politician
1486,1486,611298,2000,random_fb-pages-politician
1487,1487,597751,1969,random_fb-pages-politician
1488,1488,568028,1908,random_fb-pages-politician
1489,1489,567817,1900,random_fb-pages-politician
1490,1490,586090,1932,random_fb-pages-politician
1491,1491,577371,1924,random_fb-pages-politician
1492,1492,586437,1936,random_fb-pages-politician
1493,1493,595713,1991,random_fb-pages-politician
1494,1494,595858,1968,random_fb-pages-politician
1495,1495,589335,1943,random_fb-pages-politician
1496,1496,613845,1981,random_fb-pages-politician
1497,1497,585331,1934,random_fb-pages-politician
1498,1498,551301,1879,random_fb-pages-politician
1499,1499,593488,1978,random_fb-pages-politician
1500,1500,601026,1971,random_fb-pages-politician
1501,1501,569755,1934,random_fb-pages-politician
1502,1502,560351,1904,random_fb-pages-politician
1503,1503,582716,1936,random_fb-pages-politician
1504,1504,584558,1952,random_fb-pages-politician
1505,1505,570735,1906,random_fb-pages-politician
1506,1506,571855,1931,random_fb-pages-politician
1507,1507,570681,1924,random_fb-pages-politician
1508,1508,583205,1945,random_fb-pages-politician
1509,1509,635570,2038,random_fb-pages-politician
1510,1510,584320,1943,random_fb-pages-politician
1511,1511,577150,1914,random_fb-pages-politician
1512,1512,566605,1921,random_fb-pages-politician
1513,1513,576468,1935,random_fb-pages-politician
1514,1514,581709,1922,random_fb-pages-politician
1515,1515,571668,1929,random_fb-pages-politician
1516,1516,574174,1926,random_fb-pages-politician
1517,1517,546502,1876,random_fb-pages-politician
1518,1518,556422,1890,random_fb-pages-politician
1519,1519,560886,1903,random_fb-pages-politician
1520,1520,591032,1983,random_fb-pages-politician
1521,1521,546099,1850,random_fb-pages-politician
1522,1522,550275,1918,random_fb-pages-politician
1523,1523,565520,1943,random_fb-pages-politician
1524,1524,559937,1898,random_fb-pages-politician
1525,1525,544186,1886,random_fb-pages-politician
1526,1526,546554,1864,random_fb-pages-politician
1527,1527,560101,1897,random_fb-pages-politician
1528,1528,556130,1895,random_fb-pages-politician
1529,1529,527825,1841,random_fb-pages-politician
1530,1530,537333,1851,random_fb-pages-politician
1531,1531,558145,1898,random_fb-pages-politician
1532,1532,574384,1944,random_fb-pages-politician
1533,1533,567121,1918,random_fb-pages-politician
1534,1534,591186,1960,random_fb-pages-politician
1535,1535,539374,1857,random_fb-pages-politician
1536,1536,574096,1925,random_fb-pages-politician
1537,1537,551624,1899,random_fb-pages-politician
1538,1538,565996,1918,random_fb-pages-politician
1539,1539,551926,1898,random_fb-pages-politician
1540,1540,540982,1853,random_fb-pages-politician
1541,1541,539219,1856,random_fb-pages-politician
1542,1542,555763,1902,random_fb-pages-politician
1543,1543,542612,1895,random_fb-pages-politician
1544,1544,564550,1919,random_fb-pages-politician
1545,1545,564980,1926,random_fb-pages-politician
1546,1546,554398,1908,random_fb-pages-politician
1547,1547,557225,1902,random_fb-pages-politician
1548,1548,560719,1895,random_fb-pages-politician
1549,1549,520825,1820,random_fb-pages-politician
1550,1550,557001,1882,random_fb-pages-politician
1551,1551,573808,1940,random_fb-pages-politician
1552,1552,532758,1844,random_fb-pages-politician
1553,1553,569914,1925,random_fb-pages-politician
1554,1554,553291,1883,random_fb-pages-politician
1555,1555,560135,1898,random_fb-pages-politician
1556,1556,523409,1828,random_fb-pages-politician
1557,1557,544327,1888,random_fb-pages-politician
1558,1558,541704,1864,random_fb-pages-politician
1559,1559,540907,1867,random_fb-pages-politician
1560,1560,555939,1893,random_fb-pages-politician
1561,1561,568583,1928,random_fb-pages-politician
1562,1562,530307,1874,random_fb-pages-politician
1563,1563,502514,1789,random_fb-pages-politician
1564,1564,548035,1895,random_fb-pages-politician
1565,1565,506296,1809,random_fb-pages-politician
1566,1566,519156,1823,random_fb-pages-politician
1567,1567,534506,1847,random_fb-pages-politician
1568,1568,554932,1904,random_fb-pages-politician
1569,1569,528210,1841,random_fb-pages-politician
1570,1570,531425,1859,random_fb-pages-politician
1571,1571,488386,1777,random_fb-pages-politician
1572,1572,497645,1784,random_fb-pages-politician
1573,1573,548795,1904,random_fb-pages-politician
1574,1574,560919,1911,random_fb-pages-politician
1575,1575,539259,1865,random_fb-pages-politician
1576,1576,546190,1913,random_fb-pages-politician
1577,1577,515959,1812,random_fb-pages-politician
1578,1578,543601,1872,random_fb-pages-politician
1579,1579,549186,1900,random_fb-pages-politician
1580,1580,536666,1885,random_fb-pages-politician
1581,1581,526822,1835,random_fb-pages-politician
1582,1582,526062,1859,random_fb-pages-politician
1583,1583,502314,1791,random_fb-pages-politician
1584,1584,530563,1842,random_fb-pages-politician
1585,1585,517835,1843,random_fb-pages-politician
1586,1586,558004,1905,random_fb-pages-politician
1587,1587,563531,1912,random_fb-pages-politician
1588,1588,493617,1792,random_fb-pages-politician
1589,1589,530046,1859,random_fb-pages-politician
1590,1590,518628,1847,random_fb-pages-politician
1591,1591,505256,1816,random_fb-pages-politician
1592,1592,531949,1862,random_fb-pages-politician
1593,1593,515959,1851,random_fb-pages-politician
1594,1594,498855,1776,random_fb-pages-politician
1595,1595,503333,1802,random_fb-pages-politician
1596,1596,499892,1800,random_fb-pages-politician
1597,1597,527993,1857,random_fb-pages-politician
1598,1598,497112,1796,random_fb-pages-politician
1599,1599,552009,1900,random_fb-pages-politician
1600,1600,538711,1869,random_fb-pages-politician
1601,1601,519165,1845,random_fb-pages-politician
1602,1602,512058,1822,random_fb-pages-politician
1603,1603,550695,1919,random_fb-pages-politician
1604,1604,508385,1806,random_fb-pages-politician
1605,1605,516156,1845,random_fb-pages-politician
1606,1606,530165,1847,random_fb-pages-politician
1607,1607,536003,1874,random_fb-pages-politician
1608,1608,513122,1814,random_fb-pages-politician
1609,1609,515051,1824,random_fb-pages-politician
1610,1610,503667,1795,random_fb-pages-politician
1611,1611,525027,1854,random_fb-pages-politician
1612,1612,516782,1846,random_fb-pages-politician
1613,1613,512992,1805,random_fb-pages-politician
1614,1614,518499,1847,random_fb-pages-politician
1615,1615,543595,1879,random_fb-pages-politician
1616,1616,517026,1832,random_fb-pages-politician
1617,1617,512382,1811,random_fb-pages-politician
1618,1618,514685,1831,random_fb-pages-politician
1619,1619,501016,1815,random_fb-pages-politician
1620,1620,514730,1845,random_fb-pages-politician
1621,1621,505852,1807,random_fb-pages-politician
1622,1622,494112,1777,random_fb-pages-politician
1623,1623,518258,1833,random_fb-pages-politician
1624,1624,502307,1798,random_fb-pages-politician
1625,1625,478152,1754,random_fb-pages-politician
1626,1626,528714,1872,random_fb-pages-politician
1627,1627,497713,1802,random_fb-pages-politician
1628,1628,499096,1776,random_fb-pages-politician
1629,1629,506442,1813,random_fb-pages-politician
1630,1630,517576,1843,random_fb-pages-politician
1631,1631,501767,1802,random_fb-pages-politician
1632,1632,515886,1852,random_fb-pages-politician
1633,1633,510970,1821,random_fb-pages-politician
1634,1634,511348,1818,random_fb-pages-politician
1635,1635,510704,1827,random_fb-pages-politician
1636,1636,525564,1854,random_fb-pages-politician
1637,1637,485653,1753,random_fb-pages-politician
1638,1638,484207,1756,random_fb-pages-politician
1639,1639,509532,1834,random_fb-pages-politician
1640,1640,502563,1828,random_fb-pages-politician
1641,1641,487903,1791,random_fb-pages-politician
1642,1642,487151,1770,random_fb-pages-politician
1643,1643,474492,1755,random_fb-pages-politician
1644,1644,496957,1789,random_fb-pages-politician
1645,1645,475022,1743,random_fb-pages-politician
1646,1646,483966,1775,random_fb-pages-politician
1647,1647,526609,1858,random_fb-pages-politician
1648,1648,504580,1819,random_fb-pages-politician
1649,1649,481222,1754,random_fb-pages-politician
1650,1650,481043,1754,random_fb-pages-politician
1651,1651,466576,1724,random_fb-pages-politician
1652,1652,540142,1876,random_fb-pages-politician
1653,1653,490195,1787,random_fb-pages-politician
1654,1654,490016,1788,random_fb-pages-politician
1655,1655,485391,1768,random_fb-pages-politician
1656,1656,504693,1816,random_fb-pages-politician
1657,1657,468745,1743,random_fb-pages-politician
1658,1658,486107,1772,random_fb-pages-politician
1659,1659,510188,1849,random_fb-pages-politician
1660,1660,480865,1770,random_fb-pages-politician
1661,1661,479623,1771,random_fb-pages-politician
1662,1662,467370,1730,random_fb-pages-politician
1663,1663,491801,1813,random_fb-pages-politician
1664,1664,479360,1770,random_fb-pages-politician
1665,1665,489966,1783,random_fb-pages-politician
1666,1666,465590,1755,random_fb-pages-politician
1667,1667,494543,1790,random_fb-pages-politician
1668,1668,469928,1741,random_fb-pages-politician
1669,1669,485296,1769,random_fb-pages-politician
1670,1670,476203,1750,random_fb-pages-politician
1671,1671,484360,1762,random_fb-pages-politician
1672,1672,472059,1759,random_fb-pages-politician
1673,1673,467700,1750,random_fb-pages-politician
1674,1674,456428,1717,random_fb-pages-politician
1675,1675,476689,1759,random_fb-pages-politician
1676,1676,472859,1752,random_fb-pages-politician
1677,1677,479518,1728,random_fb-pages-politician
1678,1678,483166,1760,random_fb-pages-politician
1679,1679,469460,1742,random_fb-pages-politician
1680,1680,439080,1681,random_fb-pages-politician
1681,1681,480801,1748,random_fb-pages-politician
1682,1682,481260,1758,random_fb-pages-politician
1683,1683,472962,1764,random_fb-pages-politician
1684,1684,475670,1779,random_fb-pages-politician
1685,1685,495049,1823,random_fb-pages-politician
1686,1686,491953,1784,random_fb-pages-politician
1687,1687,485731,1777,random_fb-pages-politician
1688,1688,471677,1739,random_fb-pages-politician
1689,1689,488857,1774,random_fb-pages-politician
1690,1690,469055,1745,random_fb-pages-politician
1691,1691,483662,1802,random_fb-pages-politician
1692,1692,492250,1803,random_fb-pages-politician
1693,1693,464266,1718,random_fb-pages-politician
1694,1694,487671,1774,random_fb-pages-politician
1695,1695,462125,1694,random_fb-pages-politician
1696,1696,457626,1722,random_fb-pages-politician
1697,1697,480692,1780,random_fb-pages-politician
1698,1698,462665,1759,random_fb-pages-politician
1699,1699,489898,1807,random_fb-pages-politician
1700,1700,484992,1802,random_fb-pages-politician
1701,1701,467915,1745,random_fb-pages-politician
1702,1702,466068,1726,random_fb-pages-politician
1703,1703,447509,1691,random_fb-pages-politician
1704,1704,459182,1730,random_fb-pages-politician
1705,1705,464438,1714,random_fb-pages-politician
1706,1706,466900,1749,random_fb-pages-politician
1707,1707,463061,1711,random_fb-pages-politician
1708,1708,449134,1719,random_fb-pages-politician
1709,1709,470056,1768,random_fb-pages-politician
1710,1710,471472,1779,random_fb-pages-politician
1711,1711,478707,1785,random_fb-pages-politician
1712,1712,466245,1725,random_fb-pages-politician
1713,1713,449274,1678,random_fb-pages-politician
1714,1714,474984,1782,random_fb-pages-politician
1715,1715,453645,1714,random_fb-pages-politician
1716,1716,474320,1758,random_fb-pages-politician
1717,1717,454738,1736,random_fb-pages-politician
1718,1718,483412,1797,random_fb-pages-politician
1719,1719,504074,1823,random_fb-pages-politician
1720,1720,444160,1702,random_fb-pages-politician
1721,1721,472689,1773,random_fb-pages-politician
1722,1722,451364,1702,random_fb-pages-politician
1723,1723,463512,1734,random_fb-pages-politician
1724,1724,430680,1669,random_fb-pages-politician
1725,1725,478478,1770,random_fb-pages-politician
1726,1726,480706,1782,random_fb-pages-politician
1727,1727,426049,1643,random_fb-pages-politician
1728,1728,432384,1680,random_fb-pages-politician
1729,1729,471403,1751,random_fb-pages-politician
1730,1730,471045,1758,random_fb-pages-politician
1731,1731,459408,1732,random_fb-pages-politician
1732,1732,440173,1697,random_fb-pages-politician
1733,1733,439254,1692,random_fb-pages-politician
1734,1734,471690,1756,random_fb-pages-politician
1735,1735,469860,1747,random_fb-pages-politician
1736,1736,437055,1671,random_fb-pages-politician
1737,1737,439209,1670,random_fb-pages-politician
1738,1738,459647,1730,random_fb-pages-politician
1739,1739,434056,1647,random_fb-pages-politician
1740,1740,444469,1717,random_fb-pages-politician
1741,1741,425768,1637,random_fb-pages-politician
1742,1742,439229,1690,random_fb-pages-politician
1743,1743,457441,1703,random_fb-pages-politician
1744,1744,466456,1737,random_fb-pages-politician
1745,1745,478614,1788,random_fb-pages-politician
1746,1746,454859,1745,random_fb-pages-politician
1747,1747,464705,1743,random_fb-pages-politician
1748,1748,470538,1751,random_fb-pages-politician
1749,1749,446594,1713,random_fb-pages-politician
1750,1750,480960,1772,random_fb-pages-politician
1751,1751,449352,1699,random_fb-pages-politician
1752,1752,431514,1660,random_fb-pages-politician
1753,1753,425583,1648,random_fb-pages-politician
1754,1754,447504,1729,random_fb-pages-politician
1755,1755,435024,1687,random_fb-pages-politician
1756,1756,462346,1749,random_fb-pages-politician
1757,1757,450588,1718,random_fb-pages-politician
1758,1758,431537,1662,random_fb-pages-politician
1759,1759,457647,1731,random_fb-pages-politician
1760,1760,436026,1682,random_fb-pages-politician
